ID,NAME,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,MINSHIN,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3,SQ3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1_1,SQ7_1_2,SQ7_1_3,SQ7_2,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_1_1_FA,SQ7_1_2_FA,SQ7_1_3_FA
673,北村＝みき,1,27,19,0,66,3,66,1,0,2,51,1,1,6,7,0,0,0,100,0,0,75,0,0,0,5,66,5,5,5,1,5,5,1,1,1,1,5,3,5,1,1,3,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
674,盛山＝正仁,1,28,1,0,58,1,66,3,3,1,63,2,16,5,6,90,10,80,10,10,10,10,10,10,80,1,4,1,2,1,1,5,4,2,2,3,3,2,2,2,2,2,2,2,2,3,4,2,3,2,3,3,4,3,2,11,1,9,2,2,1,1,3,2,1,1,1,1,3,景気対策,,,参議院のあり方,,
675,梅村＝聡,1,28,1,0,58,4,66,1,0,1,42,1,5,6,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,3,4,3,4,4,4,1,1,3,3,3,5,3,3,3,2,5,3,1,3,2,4,1,2,3,1,1,2,1,3,1,1,5,,,,,,
676,井坂＝信彦,1,28,1,0,58,7,1,3,2,1,43,1,7,6,10,999,999,999,999,999,999,999,999,999,999,5,66,3,4,3,2,3,3,4,4,1,2,3,3,4,2,3,3,3,3,5,2,3,1,5,3,1,4,4,1,10,4,1,2,4,5,3,5,4,3,5,5,3,5,,,,,,
677,力重＝智之,1,28,1,0,66,3,66,1,0,1,39,1,7,5,15,0,20,0,100,0,40,75,0,0,0,5,66,3,5,5,1,5,5,3,3,1,1,4,3,5,1,1,2,5,5,5,1,3,4,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,3,5,5,5,,,,,,
678,平松＝順子,1,28,2,0,58,3,66,1,0,2,68,1,12,6,1,0,0,0,100,0,30,80,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,2,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,4,5,5,5,5,5,5,,,,,,
679,赤羽＝一嘉,1,28,2,0,66,2,66,3,7,1,59,2,5,6,13,70,50,100,50,50,50,50,50,50,80,1,5,4,5,3,1,5,5,2,2,2,1,4,2,2,2,3,3,5,3,5,3,4,2,3,4,3,4,3,2,6,8,4,2,3,1,3,2,2,2,2,2,2,3,,,,,,
680,舩川＝治郎,1,28,2,0,66,11,3,1,0,1,50,1,5,11,7,999,999,999,999,999,999,999,999,999,999,4,66,3,3,3,2,3,3,3,2,1,2,3,3,3,3,3,3,2,3,4,3,3,1,3,3,2,2,3,3,66,66,66,66,2,3,3,2,3,3,3,3,3,4,,,,,,
681,関＝芳弘,1,28,3,0,58,1,66,3,3,1,52,2,3,14,2,100,0,100,0,0,0,0,0,0,100,1,5,1,3,3,1,2,3,2,2,2,3,3,3,1,4,3,2,2,1,2,5,4,1,4,4,3,2,2,1,11,11,99,2,1,1,1,1,1,1,1,1,1,2,,,,自衛隊の明記,環境権,
682,松木＝秀一郎,1,28,3,0,58,4,66,1,0,1,33,1,2,6,16,75,10,75,5,95,10,5,30,35,65,3,5,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,3,2,3,2,2,2,3,9,1,1,2,3,3,3,3,2,3,2,2,2,,,政治家のモラル,,,
683,横畑＝和幸,1,28,3,0,58,7,1,1,0,1,45,1,6,5,10,10,60,50,60,25,50,60,25,100,5,4,66,3,4,4,1,3,3,4,3,1,3,4,3,2,2,3,2,2,4,4,4,4,2,3,4,2,2,4,2,4,10,5,2,4,4,5,4,4,4,3,4,5,5,,,,,,
684,冨士谷＝香恵子,1,28,3,0,66,3,66,1,0,2,65,1,7,15,5,0,0,0,100,0,0,100,0,0,0,5,66,5,5,5,1,5,5,3,5,1,1,5,3,5,1,1,3,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
685,藤井＝比早之,1,28,4,0,58,1,66,3,2,1,46,2,1,3,5,90,10,80,0,60,10,0,60,40,80,1,4,1,3,1,1,2,3,2,3,2,3,3,3,2,4,4,2,1,2,2,4,4,3,3,3,3,3,2,1,1,3,9,2,2,1,1,1,1,1,1,1,1,2,,,,,,
686,野口＝威光,1,28,4,0,58,7,66,1,0,1,43,1,10,16,5,60,50,80,0,60,70,0,80,100,60,5,66,1,3,3,3,3,4,4,4,2,1,3,1,3,1,3,2,1,4,4,3,4,1,5,2,2,1,4,1,6,7,4,2,2,4,3,2,2,2,4,4,3,5,,DK,,,,
687,大椙＝鉄夫,1,28,4,0,66,3,66,1,0,1,69,1,12,2,1,0,0,0,100,0,0,80,0,0,0,5,66,5,5,5,1,5,5,3,5,1,1,5,3,5,1,1,3,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
688,佐藤＝泰樹,1,28,4,0,66,11,3,1,0,1,46,1,7,11,5,50,70,50,50,50,50,50,50,50,30,2,4,3,4,2,1,3,4,2,2,2,1,4,3,3,2,2,2,4,4,4,3,2,3,2,4,3,4,4,3,66,66,66,66,5,4,3,4,3,5,5,4,5,5,,,,,,
689,谷＝公一,1,28,5,0,58,1,66,3,5,1,65,2,16,16,16,999,999,999,999,999,999,999,999,999,999,1,3,1,5,2,2,2,3,2,3,3,4,3,2,2,3,5,1,5,3,4,4,4,3,2,3,4,2,4,1,9,1,11,2,3,2,2,4,2,2,2,2,2,4,経済対策,地方創生,社会保障,,,財政規律の確保
690,梶原＝康弘,1,28,5,0,58,7,1,2,2,1,61,1,6,2,7,0,100,25,50,0,75,50,0,100,0,4,66,3,3,5,1,5,4,2,3,4,3,3,2,2,2,3,4,5,5,3,3,5,3,2,4,4,4,4,2,10,6,99,2,5,4,5,4,5,5,4,5,5,5,,,,,,
691,西中＝孝男,1,28,5,0,66,3,66,1,0,1,68,1,16,12,6,0,20,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,4,2,1,5,3,5,1,2,4,5,4,5,2,4,5,5,5,5,2,3,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,森友・加計疑惑,,,,,
692,大串＝正樹,1,28,6,0,58,1,66,3,2,1,51,2,2,1,5,100,50,100,50,50,50,50,50,50,100,1,4,2,2,3,1,3,4,2,1,2,2,2,1,2,3,3,3,3,2,3,4,4,2,3,4,3,3,2,1,1,7,6,2,2,1,1,1,1,1,2,2,2,3,,,,,,
693,市村＝浩一郎,1,28,6,0,58,4,66,2,3,1,53,1,5,11,1,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,3,4,2,4,3,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
694,幾村＝奈応子,1,28,6,0,58,7,66,1,0,2,37,1,1,5,12,999,999,999,999,999,999,999,999,100,999,5,66,2,2,3,1,1,3,2,1,1,1,4,4,2,1,1,1,1,5,5,3,3,4,5,4,4,2,3,1,9,4,2,1,4,2,5,1,1,1,5,5,5,5,,,,,,
695,桜井＝周,1,28,6,0,58,8,2,1,0,1,47,3,5,6,1,0,100,50,60,0,70,80,0,70,0,1,5,3,5,2,1,5,5,5,4,1,1,4,3,4,1,1,1,4,4,5,2,5,3,2,4,2,4,5,2,6,10,11,2,3,5,2,5,5,5,5,5,5,5,,,,,,53条
696,山田＝賢司,1,28,7,0,58,1,66,3,2,1,51,2,1,3,5,80,0,75,0,60,0,0,50,50,80,3,5,1,1,1,2,3,4,2,1,5,3,3,4,1,5,5,2,3,3,3,3,3,3,2,4,4,1,3,1,11,9,99,1,1,1,3,1,1,1,2,2,1,3,,,,自衛隊の明記　※戦争放棄は堅持,,
697,三木＝圭恵,1,28,7,0,58,4,66,2,1,2,51,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
698,畠中＝光成,1,28,7,0,58,7,66,2,1,1,45,1,5,1,10,20,20,50,20,30,30,20,20,100,20,4,66,2,3,2,2,3,3,3,4,2,2,4,3,5,2,4,2,1,3,4,1,4,2,4,3,2,3,4,2,5,4,6,2,4,4,3,3,3,3,3,2,4,5,,,,,,
699,上田＝幸子,1,28,7,0,66,3,66,1,0,2,69,1,12,5,6,0,50,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,1,99,1,1,5,99,5,1,1,3,5,99,5,1,5,4,5,5,5,5,5,99,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
700,堀内＝照文,1,28,8,0,58,3,66,3,1,1,44,1,12,5,6,0,0,0,100,0,80,90,0,0,0,5,66,5,5,5,1,5,5,2,5,1,1,5,2,5,1,1,1,5,5,5,1,5,5,5,5,5,5,1,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
701,中野＝洋昌,1,28,8,0,66,2,66,3,2,1,39,2,5,6,3,80,30,100,30,30,30,30,30,30,80,2,4,2,4,2,1,4,4,2,1,2,2,3,4,2,2,2,2,4,4,5,99,3,2,3,99,2,2,2,2,9,8,4,2,99,1,2,1,2,2,1,2,2,3,,,,,,
702,西村＝康稔,1,28,9,0,58,1,66,3,5,1,55,2,5,1,6,100,999,95,999,90,999,999,95,999,100,2,5,1,3,1,1,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,5,3,2,3,3,3,1,1,1,9,11,1,1,1,1,1,1,1,1,1,1,1,2,,,,,合区の解消,
703,川戸＝康嗣,1,28,9,0,58,7,1,1,0,1,42,1,5,1,6,25,100,50,50,25,50,50,25,25,25,4,66,3,4,4,1,3,5,3,3,1,3,3,3,3,3,3,3,5,4,5,3,3,3,3,3,3,2,4,4,66,66,66,66,5,4,5,2,3,5,4,5,5,5,,,,,,
704,菊地＝憲之,1,28,9,0,66,11,66,1,0,1,61,1,12,6,2,0,0,20,90,0,20,90,0,0,0,5,66,5,5,5,1,5,5,4,2,1,1,5,3,5,1,2,3,5,5,4,1,4,5,5,5,5,4,4,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
705,渡海＝紀三朗,1,28,10,0,58,1,66,3,8,1,69,2,5,16,1,90,20,80,10,50,20,10,60,20,80,1,4,1,3,1,2,3,3,2,3,2,3,3,3,2,3,4,2,2,3,3,3,3,3,3,3,3,2,3,1,1,9,11,2,1,1,1,2,1,1,1,1,2,3,,経済政策,,,,教育の無償化
706,柘植＝厚人,1,28,10,0,58,7,66,1,0,1,45,1,7,5,11,50,50,50,45,80,50,50,50,90,50,4,66,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,6,4,2,2,3,99,3,3,3,3,3,3,3,5,,,,,,
707,金田＝峰生,1,28,10,0,66,3,66,1,0,1,52,1,12,1,6,0,999,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,4,5,1,1,1,5,5,5,1,4,5,5,5,5,4,5,99,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
708,松本＝剛明,1,28,11,0,58,1,66,3,6,1,58,2,5,7,1,80,30,70,20,50,30,20,30,30,80,1,5,1,3,1,2,5,4,3,3,2,2,3,3,2,2,3,2,4,3,3,4,4,3,2,4,3,3,3,1,9,1,11,2,2,2,1,2,2,1,1,1,2,3,,,,,,統治機構
709,長安＝豊,1,28,11,0,58,7,1,2,3,1,49,1,3,6,5,999,999,999,999,999,999,999,999,999,999,2,2,2,2,3,2,4,4,2,2,3,2,3,2,3,2,2,2,2,3,4,3,4,1,3,4,2,5,3,2,10,4,6,2,5,5,4,3,4,5,5,5,5,5,,,,,,
710,稲村＝知,1,28,11,0,66,3,66,1,0,1,57,1,12,7,5,0,0,0,100,0,50,100,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
711,山口＝壮,1,28,12,0,58,1,66,3,5,1,63,2,1,6,3,999,999,999,999,999,999,999,999,999,999,2,5,1,2,4,3,3,4,3,3,1,1,3,2,4,2,3,3,5,5,1,3,5,1,2,4,2,4,4,2,9,99,99,99,2,4,1,2,2,1,2,3,3,4,,,,,,
712,池畑＝浩太朗,1,28,12,0,58,7,1,1,0,1,43,1,4,1,5,50,999,95,25,50,90,50,50,100,20,5,66,2,1,4,1,3,4,3,3,1,2,2,2,2,3,3,2,4,5,3,2,4,2,4,4,4,4,4,99,66,66,66,66,2,4,4,2,2,4,3,5,3,5,,,,,,
713,堀＝譲,1,28,12,0,66,3,66,1,0,1,67,1,99,99,99,0,0,0,100,0,0,50,0,0,0,5,66,5,5,5,1,5,5,3,5,1,1,5,3,5,1,2,1,5,5,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
714,小林＝茂樹,1,29,1,0,58,1,66,2,1,1,53,2,1,5,6,100,5,100,5,10,10,5,50,10,100,1,5,2,2,1,1,2,4,2,2,4,2,2,2,1,5,4,2,3,2,2,4,2,4,2,3,4,2,2,1,1,9,8,1,1,1,1,2,1,1,2,1,1,2,,,,,,
715,井上＝良子,1,29,1,0,58,3,66,1,0,2,53,1,12,1,5,999,999,999,100,999,999,999,999,999,999,5,66,5,5,4,1,5,4,2,4,1,2,5,3,5,1,2,2,5,4,5,1,5,5,5,5,5,4,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
716,吉野＝忠男,1,29,1,0,58,4,66,1,0,1,58,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
717,馬淵＝澄夫,1,29,1,0,58,7,1,3,5,1,57,1,5,6,7,999,999,999,999,999,999,999,999,999,999,5,66,2,3,3,1,4,3,3,2,1,2,5,4,4,2,3,2,3,3,4,2,2,2,5,4,2,2,1,1,4,11,10,2,5,4,4,1,4,5,5,3,5,5,,,,,前文で国のあり方を示す,
718,高市＝早苗,1,29,2,0,58,1,66,3,7,2,56,2,1,5,3,100,999,100,999,999,999,999,999,999,100,1,4,1,3,1,1,2,3,2,3,2,3,3,3,2,3,4,2,3,3,4,4,4,3,3,4,3,3,2,1,9,1,11,1,4,1,1,1,1,1,1,1,1,2,,,,,,73条の誤記の修正：予算→予算案
719,松本＝昌之,1,29,2,0,58,7,66,1,0,1,34,1,10,15,14,50,50,20,0,20,0,0,50,100,50,5,66,1,3,3,3,3,4,4,4,2,1,3,3,3,3,3,2,1,4,4,3,4,1,5,2,2,1,4,1,4,6,5,2,3,4,3,2,2,2,4,4,3,5,,,,,,
720,霜鳥＝純一,1,29,2,0,66,3,66,1,0,1,56,1,3,12,2,999,999,999,100,999,999,999,999,999,999,5,66,5,5,4,1,5,4,1,3,2,1,5,3,5,2,2,2,5,5,5,1,5,4,5,5,5,4,4,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
721,田野瀬＝太道,1,29,3,0,58,1,66,3,2,1,43,2,1,5,2,100,20,80,20,50,30,20,20,20,90,1,2,2,3,2,2,4,3,3,4,3,3,3,2,2,3,4,3,2,1,2,4,4,2,2,2,2,4,3,1,3,5,1,1,1,2,2,4,3,2,2,2,2,3,,,,,,
722,前川＝清成,1,29,3,0,58,7,1,1,0,1,54,1,16,10,7,25,100,50,50,50,50,60,50,100,10,5,66,3,3,2,1,4,4,4,4,2,2,3,2,3,2,3,3,4,4,4,2,5,4,99,4,2,3,4,2,10,6,7,2,2,4,4,4,4,4,4,4,4,5,政界再編,,,,,
723,所＝進,1,29,3,0,66,3,66,1,0,1,38,1,6,12,1,999,999,999,100,999,999,999,999,999,999,5,66,5,5,5,1,5,5,2,3,1,1,5,4,5,2,2,2,5,5,5,1,4,4,5,5,4,4,5,5,66,66,66,66,5,5,5,3,5,5,4,5,5,5,,,,,,
724,門＝博文,1,30,1,0,58,1,66,3,2,1,52,3,1,5,99,90,0,80,0,20,0,0,50,0,70,4,66,1,3,1,1,3,3,2,3,2,3,3,3,2,4,3,2,3,3,3,4,4,3,3,3,3,3,2,1,99,99,99,1,2,1,1,1,1,1,1,1,1,2,,,,,,
725,原＝矢寸久,1,30,1,0,58,3,66,1,0,1,66,1,12,7,4,0,999,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
726,岸本＝周平,1,30,1,0,58,7,1,3,3,1,61,2,6,5,7,999,999,999,999,999,999,999,999,999,999,4,66,2,3,3,1,5,4,3,4,3,2,4,2,2,2,2,1,3,3,5,3,5,2,2,2,2,4,4,2,10,4,6,2,5,5,5,5,5,5,5,5,5,5,,,,,,
727,石田＝真敏,1,30,2,0,58,1,66,3,6,1,65,2,1,5,16,100,50,100,50,75,50,50,50,50,100,1,3,1,3,1,1,3,3,2,3,2,2,3,4,2,3,4,2,4,3,2,3,4,3,3,3,3,4,3,1,11,9,1,1,3,1,1,3,1,1,1,1,1,2,,,地方創生,一票の格差と衆参のあり方,,
728,栄＝隆則,1,30,2,0,58,4,66,1,0,1,53,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
729,坂田＝隆徳,1,30,2,0,58,7,1,1,0,1,38,1,3,5,11,0,100,40,51,0,70,80,0,100,0,3,3,4,5,5,1,3,4,4,5,2,2,4,4,2,2,2,4,3,5,5,3,4,4,4,4,4,4,5,3,66,66,66,66,5,5,4,3,5,5,4,4,5,5,,,,,,
730,下村＝雅洋,1,30,2,0,66,3,66,1,0,1,62,1,12,4,6,0,999,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
731,二階＝俊博,1,30,3,0,66,1,66,3,11,1,78,2,13,14,1,100,0,100,0,25,0,0,0,0,100,1,5,1,2,1,2,2,3,2,2,2,2,2,1,2,2,3,2,4,2,1,3,2,2,2,3,3,4,2,1,1,2,9,2,1,1,1,1,1,1,3,2,2,2,,,,,,
732,楠本＝文郎,1,30,3,0,66,3,66,1,0,1,63,1,12,13,4,0,999,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
733,石破＝茂,1,31,1,0,59,1,66,3,10,1,60,2,16,1,5,75,25,50,0,25,0,0,0,50,75,1,4,1,2,3,4,4,3,2,3,4,3,2,3,2,3,3,2,4,3,4,4,4,2,3,2,2,3,4,1,9,1,11,2,4,2,2,4,2,2,2,2,2,3,地方創生による経済システム改革,,,,,合区解消
734,塚田＝成幸,1,31,1,0,66,3,66,1,0,1,53,1,12,1,2,0,0,0,100,0,30,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,4,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
735,赤沢＝亮正,1,31,2,0,59,1,66,3,4,1,56,2,1,5,13,90,0,80,20,40,30,30,40,40,75,1,4,1,3,1,1,2,3,2,3,2,3,3,3,2,3,2,2,3,3,3,4,4,3,3,4,3,3,2,1,11,9,3,2,3,2,1,1,1,1,1,1,1,2,,,,合区の解消,,
736,湯原＝俊二,1,31,2,0,59,7,1,2,1,1,54,1,5,6,7,0,100,30,50,20,50,70,20,40,0,1,5,3,5,4,1,5,5,5,4,1,1,4,4,4,2,3,2,1,5,5,2,5,4,2,4,3,5,5,3,66,66,66,66,4,5,5,5,5,5,5,5,5,5,,,,,,
737,福住＝英行,1,31,2,0,66,3,66,1,0,1,41,1,5,12,7,0,70,0,100,0,75,80,0,0,0,5,66,5,5,5,1,5,4,3,3,1,1,5,2,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
738,亀井＝亜紀子,1,32,1,0,59,8,2,1,0,2,52,3,12,1,15,40,80,40,30,30,50,50,40,60,20,4,66,2,5,4,2,3,4,2,2,4,2,5,4,5,2,5,5,5,4,4,2,2,4,4,4,3,2,5,2,5,10,11,2,5,5,5,1,99,5,4,5,5,5,,,,,,憲法裁判所の設置
739,細田＝博之,1,32,1,0,66,1,66,3,9,1,73,2,16,1,5,100,50,100,50,50,50,50,50,50,100,2,4,2,3,1,1,3,3,2,3,2,3,3,3,1,3,3,2,5,3,3,5,2,3,4,4,4,3,2,1,11,9,3,2,2,1,1,1,1,1,1,1,1,1,活力ある「地方」の実現,,,合区の解消,,
740,竹下＝亘,1,32,2,0,59,1,66,3,6,1,70,2,1,5,14,100,999,90,999,999,999,999,999,999,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,4,3,2,4,4,3,3,3,3,3,2,1,1,9,11,1,2,1,1,1,1,1,1,1,1,2,,,,,,参議院議員の合区解消
741,福原＝宗男,1,32,2,0,59,5,66,1,0,1,70,1,12,5,4,0,999,0,50,0,50,100,0,0,0,5,66,5,5,5,1,5,5,1,2,1,2,5,3,5,1,1,1,5,5,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
742,向瀬＝慎一,1,32,2,0,66,3,66,1,0,1,46,1,1,12,15,0,20,0,100,0,25,35,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
743,逢沢＝一郎,1,33,1,0,59,1,66,3,10,1,63,2,1,6,3,100,50,100,10,50,20,10,50,999,70,1,3,1,2,2,3,2,4,4,3,4,2,2,2,1,3,3,1,3,1,5,5,3,1,3,4,1,4,3,1,1,8,9,1,1,2,1,5,2,1,2,2,1,3,,,,,,
744,蜂谷＝弘美,1,33,1,0,59,7,66,1,0,2,61,1,10,15,16,40,60,60,0,60,40,0,20,100,40,5,66,2,3,3,1,3,3,4,4,2,1,3,1,4,1,3,2,1,4,4,3,4,1,5,2,2,1,4,1,4,6,9,2,3,4,3,2,2,2,4,4,3,5,,,防災対策,,,
745,高井＝崇志,1,33,1,0,59,8,2,3,2,1,48,3,12,15,5,0,100,0,80,30,80,80,0,50,0,5,66,3,3,5,1,5,4,4,3,2,1,5,3,5,2,3,2,4,4,4,1,2,3,3,4,2,2,5,2,4,10,6,2,5,4,4,2,5,5,5,4,5,5,,,,,,
746,山下＝貴司,1,33,2,0,59,1,66,3,2,1,52,2,5,6,1,100,25,80,25,50,25,25,35,35,100,1,5,2,2,2,3,2,3,2,2,2,3,3,2,2,4,4,2,4,3,3,4,4,2,3,3,3,4,3,1,9,11,1,1,3,1,1,2,2,1,2,2,2,2,,,,,首相の権限強化、予算単年度主義の是正,
747,垣内＝京美,1,33,2,0,59,3,66,1,0,2,51,1,12,5,7,0,30,0,100,0,10,50,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
748,津村＝啓介,1,33,2,0,59,7,1,3,5,1,45,3,10,6,5,25,999,50,50,75,75,75,0,100,0,5,66,1,2,5,1,5,4,2,2,2,1,4,3,4,1,3,1,2,5,5,2,5,1,1,2,2,4,5,2,6,10,4,2,5,4,1,5,5,4,4,5,5,5,,,,,,
749,田部＝雄治,1,33,2,0,66,9,66,1,0,1,41,1,1,2,10,10,0,0,0,10,0,0,75,5,1,5,66,1,1,1,5,1,1,2,2,5,5,4,2,1,4,5,2,2,1,2,5,4,1,5,1,1,2,2,1,1,11,3,1,5,5,2,1,5,1,4,2,5,4,,,,,軍事裁判所(76条２項)、複数年度予算（86条）,
750,内山＝晃,1,33,3,0,59,7,66,2,3,1,63,1,6,1,15,50,999,50,10,70,50,0,50,100,50,5,66,1,2,3,3,3,4,4,4,2,1,3,1,3,1,3,2,1,4,4,3,4,1,3,2,2,1,4,1,5,6,4,1,3,4,3,2,2,2,4,4,3,5,,,,,,
751,阿部＝俊子,1,33,3,0,66,1,66,3,4,2,58,2,6,1,5,90,10,80,5,10,10,5,10,0,90,1,4,2,4,3,1,3,3,3,3,3,2,3,2,2,2,3,3,3,2,3,4,3,2,2,3,2,3,2,1,99,99,99,2,1,2,2,3,2,2,2,2,2,3,,,,,,
752,尾崎＝宏子,1,33,3,0,66,3,66,1,0,2,61,1,12,15,4,0,30,0,100,0,10,50,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
753,平沼＝正二郎,1,33,3,0,66,11,66,1,0,1,37,1,12,2,5,90,0,50,0,0,0,0,50,0,90,4,66,1,2,1,3,1,4,1,1,3,2,2,4,2,5,3,3,4,3,4,5,1,1,4,2,3,1,2,1,11,1,9,1,1,2,4,1,2,1,3,2,1,3,,,,前文,,
754,橋本＝岳,1,33,4,0,59,1,66,3,3,1,43,2,5,6,7,90,0,70,40,60,20,20,60,10,85,1,3,2,4,2,2,2,4,3,4,3,3,4,3,2,4,5,4,4,2,3,4,4,3,2,3,2,4,3,2,1,9,4,2,1,1,1,2,1,1,2,2,2,3,,,,,,
755,柚木＝道義,1,33,4,0,59,7,1,3,4,1,45,3,6,1,5,25,80,50,50,80,80,50,0,100,25,5,66,1,2,3,2,3,5,2,2,1,2,4,3,3,2,3,1,3,4,4,2,3,2,3,4,2,4,4,2,10,11,6,2,3,3,3,3,5,5,4,5,5,5,,,,,言論・報道の自由の強化,
756,平林＝明成,1,33,4,0,66,3,66,1,0,1,62,1,7,1,12,0,10,0,100,0,10,50,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
757,加藤＝勝信,1,33,5,0,59,1,66,3,5,1,61,2,5,7,6,100,40,90,10,70,30,20,80,50,100,1,5,2,3,1,1,3,4,2,3,2,3,3,3,2,3,3,2,4,3,3,3,4,2,3,4,3,3,2,1,9,11,1,2,1,1,1,1,1,1,1,1,1,2,,,,,教育の無償化,
